department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
8,2,289,4,84.0,81.0,3,1,0
6,1,255,3,92.0,65.0,3,0,0
0,1,284,3,82.0,82.0,3,0,0
4,0,271,4,80.0,80.0,3,1,0
4,0,288,3,60.0,85.0,2,0,0
7,1,288,5,14.0,38.0,6,1,0
7,1,285,4,85.0,89.0,3,0,0
7,2,262,3,55.0,81.0,8,0,0
7,2,279,4,49.0,71.0,8,0,0
7,2,268,5,82.0,58.0,8,0,0
7,2,282,3,59.0,77.0,8,0,0
7,2,281,3,90.0,82.0,8,0,0
7,1,249,3,62.0,72.0,3,1,0
7,2,288,3,61.0,68.0,2,0,0
7,1,274,5,52.0,55.0,3,1,0
7,1,268,4,79.0,87.0,5,0,0
4,0,267,4,49.0,89.0,8,0,0
4,0,266,2,73.0,67.0,8,0,0
4,0,262,5,67.0,49.0,8,0,0
7,2,273,4,52.0,61.0,4,1,0
6,1,274,4,72.0,64.0,3,0,0
6,1,283,5,48.0,50.0,4,0,0
0,1,299,4,19.0,79.0,4,0,0
0,1,265,3,49.0,49.0,7,0,0
5,0,290,3,90.0,76.0,7,0,0
0,2,298,4,49.0,49.0,7,0,0
5,2,289,2,60.0,53.0,7,0,0
7,2,271,3,62.0,85.0,3,1,0
7,2,285,4,64.0,50.0,10,0,0
6,1,290,3,22.0,94.0,10,0,0
6,2,280,3,90.0,55.0,10,1,0
4,0,268,5,74.0,95.0,10,0,0
7,2,282,3,85.0,54.0,10,0,1
7,1,276,3,33.0,65.0,10,0,1
7,1,274,4,50.0,73.0,3,0,1
7,1,279,2,38.0,53.0,3,0,1
7,1,268,5,80.0,86.0,6,0,1
7,1,286,7,11.0,88.0,4,0,1
2,1,288,5,72.0,87.0,5,0,1
3,1,276,2,37.0,52.0,3,0,1
9,1,279,2,41.0,50.0,3,0,1
9,1,254,6,10.0,77.0,4,0,1
8,1,271,5,92.0,85.0,5,0,1
8,1,264,5,89.0,100.0,5,0,1
0,2,291,2,42.0,53.0,3,0,1
0,2,304,2,45.0,54.0,3,0,1
6,0,282,6,11.0,81.0,4,0,1
6,1,275,4,84.0,92.0,5,0,1
5,2,276,2,41.0,55.0,3,0,1
7,1,265,2,36.0,56.0,3,0,1
8,1,290,2,38.0,54.0,3,0,1
7,1,271,2,45.0,47.0,3,0,1
7,1,270,4,78.0,99.0,6,0,1
7,1,288,2,45.0,51.0,3,1,1
7,1,249,5,76.0,89.0,5,0,1
7,2,279,6,11.0,83.0,4,0,1
3,2,270,2,38.0,55.0,3,0,1
9,2,279,6,9.0,95.0,4,0,1
9,1,274,2,46.0,57.0,3,0,1
8,1,273,2,40.0,53.0,3,0,1
8,1,291,5,89.0,92.0,5,0,1
0,1,266,4,82.0,87.0,5,0,1
6,1,272,2,40.0,49.0,3,0,1
6,1,273,2,41.0,46.0,3,0,1
2,1,290,2,38.0,50.0,3,0,1
8,1,277,6,9.0,62.0,4,0,1
7,1,296,2,45.0,57.0,3,0,1
7,1,261,2,40.0,51.0,3,0,1
7,1,279,2,45.0,55.0,3,0,1
7,1,276,4,84.0,87.0,6,0,1
7,1,270,6,10.0,94.0,4,0,1
7,2,283,2,38.0,46.0,3,0,1
2,2,284,2,45.0,50.0,3,0,1
9,0,278,6,11.0,89.0,4,0,1
9,2,273,2,41.0,54.0,3,0,1
8,1,284,5,87.0,88.0,5,0,1
8,1,275,2,45.0,48.0,3,0,1
9,1,296,2,40.0,46.0,3,0,1
0,1,284,7,10.0,80.0,4,0,1
6,1,281,6,9.0,89.0,4,0,1
6,1,272,3,84.0,74.0,4,0,1
2,1,260,2,40.0,55.0,3,0,1
5,1,273,3,57.0,70.0,6,0,1
4,1,280,2,40.0,54.0,3,0,1
7,1,272,2,43.0,47.0,3,0,1
7,1,272,6,13.0,78.0,2,0,1
3,2,266,2,44.0,55.0,3,0,1
9,2,289,2,38.0,55.0,3,0,1
9,0,262,2,39.0,54.0,3,0,1
8,1,286,7,10.0,92.0,4,0,1
8,1,266,2,37.0,46.0,3,0,1
9,1,257,7,11.0,94.0,4,0,1
6,2,292,6,10.0,81.0,4,0,1
1,2,281,2,38.0,54.0,3,0,1
1,2,270,4,85.0,100.0,5,0,1
9,2,274,5,85.0,91.0,5,0,1
7,1,272,7,11.0,93.0,4,0,1
7,1,278,6,10.0,95.0,5,0,1
7,1,270,2,36.0,56.0,3,0,1
7,1,287,6,11.0,94.0,4,0,1
7,1,282,6,81.0,70.0,4,0,1
7,1,279,2,43.0,54.0,3,0,1
7,1,278,4,90.0,98.0,6,0,1
7,1,275,5,76.0,86.0,5,1,1
7,2,278,2,43.0,50.0,3,0,1
2,2,269,2,74.0,99.0,3,0,1
2,2,274,5,9.0,77.0,4,0,1
3,2,284,2,45.0,49.0,3,0,1
9,2,265,7,9.0,87.0,4,0,1
9,2,283,6,11.0,97.0,4,0,1
8,1,273,7,11.0,79.0,4,0,1
8,1,273,6,10.0,83.0,4,0,1
8,1,261,2,40.0,54.0,3,0,1
8,1,278,2,43.0,56.0,3,0,1
8,1,275,2,39.0,56.0,3,0,1
8,1,284,2,45.0,54.0,3,0,1
0,1,263,2,38.0,49.0,3,0,1
0,1,285,4,79.0,59.0,3,0,1
0,1,277,4,84.0,85.0,6,0,1
6,2,274,6,11.0,77.0,4,0,1
5,1,279,6,11.0,87.0,4,0,1
7,1,273,5,17.0,84.0,3,0,1
7,1,262,2,44.0,45.0,3,0,1
2,2,296,2,37.0,57.0,3,0,1
3,2,274,6,10.0,79.0,4,0,1
3,2,271,2,40.0,50.0,3,0,1
9,0,266,5,89.0,100.0,5,0,1
8,1,295,2,42.0,48.0,3,0,1
8,1,278,2,46.0,55.0,3,0,1
8,1,273,6,9.0,83.0,4,0,1
8,1,280,2,37.0,51.0,3,0,1
4,1,275,6,10.0,77.0,4,0,1
0,1,299,6,10.0,84.0,4,0,1
6,1,276,6,11.0,97.0,4,0,1
6,2,284,5,90.0,100.0,6,0,1
1,2,278,2,38.0,52.0,3,0,1
7,2,269,2,36.0,52.0,3,0,1
2,2,260,2,42.0,46.0,3,0,1
4,1,297,7,9.0,94.0,4,0,1
7,1,287,2,43.0,52.0,3,0,1
7,1,289,7,24.0,46.0,5,0,1
2,1,262,4,91.0,100.0,5,0,1
3,2,280,2,44.0,50.0,3,0,1
9,0,287,3,71.0,87.0,4,0,1
8,2,273,2,40.0,49.0,3,0,1
8,1,270,2,43.0,47.0,3,0,1
9,1,288,6,9.0,85.0,4,0,1
0,1,267,2,43.0,52.0,3,0,1
6,1,272,4,90.0,96.0,5,0,1
2,2,283,5,84.0,100.0,5,0,1
2,2,268,2,37.0,48.0,3,0,1
7,1,273,5,86.0,68.0,2,0,1
7,1,271,6,11.0,84.0,4,0,1
2,1,280,2,37.0,57.0,3,0,1
2,1,272,2,40.0,46.0,3,0,1
3,1,286,4,14.0,62.0,4,1,1
9,2,271,2,40.0,46.0,3,0,1
9,2,251,4,75.0,100.0,6,0,1
8,1,284,6,11.0,84.0,5,1,1
8,1,273,2,46.0,49.0,3,0,1
8,1,270,6,11.0,92.0,4,0,1
9,1,280,2,38.0,49.0,3,0,1
9,1,284,3,70.0,89.0,5,0,1
4,1,288,6,9.0,82.0,4,0,1
0,1,289,2,37.0,45.0,3,0,1
6,1,285,6,10.0,83.0,4,0,1
1,1,296,2,38.0,57.0,3,0,1
4,2,280,5,90.0,100.0,5,0,1
5,2,284,2,44.0,51.0,3,0,1
7,2,286,2,36.0,50.0,3,0,1
7,1,259,7,31.0,84.0,5,0,1
7,1,262,6,10.0,84.0,4,1,1
3,1,266,2,42.0,48.0,3,0,1
9,2,289,4,74.0,100.0,5,0,1
9,2,283,5,73.0,87.0,5,0,1
9,2,294,6,9.0,96.0,4,0,1
9,2,267,2,45.0,53.0,3,0,1
9,2,274,6,11.0,80.0,4,0,1
5,1,273,2,37.0,47.0,3,0,1
7,1,287,4,84.0,99.0,5,0,1
7,1,294,2,41.0,46.0,3,0,1
7,1,272,4,76.0,92.0,5,0,1
7,2,267,6,11.0,87.0,4,0,1
2,2,265,4,84.0,88.0,5,1,1
9,1,287,2,39.0,50.0,3,0,1
9,1,271,6,11.0,91.0,4,0,1
8,1,294,2,45.0,56.0,3,0,1
8,1,281,2,37.0,52.0,3,0,1
9,1,277,2,40.0,52.0,3,0,1
4,1,289,2,39.0,48.0,3,0,1
0,2,260,6,11.0,80.0,4,0,1
1,0,263,5,83.0,100.0,5,0,1
1,2,273,6,11.0,92.0,4,0,1
5,2,282,2,39.0,50.0,3,0,1
7,2,281,2,45.0,45.0,3,0,1
5,1,289,7,10.0,95.0,4,0,1
7,1,286,5,90.0,98.0,6,0,1
7,1,279,2,45.0,51.0,3,0,1
7,1,268,5,79.0,89.0,5,0,1
7,1,290,5,90.0,99.0,5,0,1
7,1,277,7,11.0,84.0,4,0,1
7,1,276,2,43.0,55.0,3,0,1
7,1,287,5,31.0,54.0,5,0,1
7,1,268,2,32.0,50.0,5,0,1
7,2,290,2,45.0,57.0,3,0,1
2,2,259,4,81.0,99.0,5,0,1
3,2,281,2,41.0,46.0,3,0,1
9,2,288,7,11.0,78.0,4,0,1
9,1,283,6,10.0,88.0,4,0,1
8,1,273,2,70.0,53.0,4,0,1
1,2,263,4,54.0,74.0,2,0,0
5,2,271,2,41.0,48.0,3,0,0
5,2,285,2,38.0,50.0,3,0,0
7,1,264,2,37.0,51.0,3,0,0
7,1,292,6,11.0,85.0,5,0,0
7,1,260,2,40.0,47.0,3,0,0
7,0,265,6,10.0,84.0,4,0,0
7,0,277,5,89.0,99.0,5,0,0
9,2,274,6,11.0,80.0,4,0,0
9,0,281,2,36.0,55.0,3,0,0
0,2,292,2,40.0,46.0,3,0,0
1,2,277,6,9.0,85.0,4,0,0
1,2,269,2,40.0,46.0,3,0,0
1,2,269,2,37.0,55.0,3,0,0
2,2,288,2,44.0,51.0,3,0,0
7,1,284,7,9.0,80.0,5,0,0
7,0,271,4,92.0,87.0,6,1,0
2,2,277,4,74.0,91.0,5,0,0
2,2,277,6,9.0,82.0,4,0,0
2,2,280,4,89.0,95.0,5,0,0
3,2,275,6,9.0,80.0,4,0,0
9,2,280,7,27.0,54.0,3,0,0
8,1,278,6,10.0,91.0,4,0,0
8,1,288,7,10.0,89.0,4,0,0
8,1,276,5,77.0,94.0,6,0,0
9,1,269,5,90.0,82.0,5,0,0
4,1,296,2,39.0,50.0,3,0,0
0,2,284,5,76.0,100.0,5,0,0
0,2,270,6,10.0,93.0,4,0,0
1,2,275,5,87.0,90.0,6,0,0
1,2,254,2,38.0,50.0,3,0,0
5,1,288,5,77.0,99.0,5,0,0
7,1,262,4,78.0,87.0,5,0,0
7,1,260,2,44.0,50.0,3,0,0
7,1,288,2,38.0,52.0,3,0,0
7,1,263,2,43.0,46.0,3,0,0
7,1,287,4,39.0,50.0,3,0,0
7,1,277,5,88.0,100.0,5,0,0
2,2,279,2,45.0,46.0,3,0,0
3,2,276,2,40.0,53.0,3,0,0
9,2,274,2,36.0,51.0,3,0,0
9,2,292,2,36.0,48.0,3,0,0
9,1,260,5,90.0,98.0,5,0,0
9,2,270,2,43.0,53.0,3,0,0
9,1,279,5,89.0,87.0,5,0,0
8,1,275,6,10.0,84.0,4,0,0
8,1,277,2,37.0,50.0,3,0,0
9,1,280,2,37.0,51.0,3,0,0
0,1,279,5,87.0,90.0,5,0,0
0,1,257,2,40.0,56.0,3,0,0
0,1,285,4,90.0,97.0,5,0,0
1,2,270,2,37.0,46.0,3,0,0
8,2,273,2,44.0,54.0,3,0,0
4,2,257,5,85.0,95.0,5,0,0
5,1,272,5,78.0,98.0,6,0,0
7,1,304,2,42.0,47.0,3,0,0
7,1,272,5,92.0,99.0,6,0,0
7,1,266,6,11.0,83.0,4,0,0
7,1,274,2,42.0,56.0,3,0,0
7,2,299,4,48.0,57.0,4,0,0
2,2,281,4,83.0,85.0,5,0,0
2,2,279,2,40.0,53.0,3,0,0
3,2,259,2,43.0,45.0,3,0,0
9,2,286,2,43.0,53.0,3,0,0
9,1,285,7,10.0,97.0,4,0,0
8,1,286,7,10.0,87.0,4,0,0
8,1,273,2,37.0,46.0,3,0,0
8,1,268,2,38.0,53.0,3,0,0
6,2,285,2,40.0,50.0,3,0,0
0,2,294,5,89.0,86.0,5,0,0
5,1,282,2,45.0,46.0,3,0,0
7,1,274,2,37.0,48.0,3,0,0
7,1,278,2,46.0,49.0,3,0,0
7,1,280,4,87.0,91.0,5,0,0
7,1,284,6,11.0,84.0,4,0,0
7,1,289,5,79.0,87.0,5,0,0
7,1,279,5,79.0,92.0,6,0,0
7,1,255,7,19.0,59.0,3,0,0
7,2,267,4,87.0,98.0,5,0,0
3,2,274,2,60.0,92.0,5,0,0
9,2,296,2,44.0,45.0,3,0,0
9,2,281,6,11.0,81.0,4,1,0
8,1,276,2,42.0,54.0,3,0,0
8,1,290,5,88.0,88.0,5,1,0
8,2,261,6,11.0,84.0,4,0,0
9,2,284,2,46.0,46.0,3,0,0
9,2,286,5,82.0,97.0,5,0,0
0,2,281,2,44.0,56.0,3,0,0
0,2,280,6,11.0,78.0,4,0,0
1,2,266,2,42.0,50.0,3,0,0
1,2,278,4,84.0,93.0,5,0,0
1,2,278,6,11.0,95.0,4,0,0
2,0,284,2,45.0,53.0,3,0,0
9,0,272,2,38.0,56.0,3,0,0
7,0,284,6,38.0,86.0,6,0,0
7,1,270,2,44.0,51.0,3,0,0
2,2,254,6,11.0,84.0,4,0,0
9,2,285,5,81.0,93.0,5,0,0
9,0,276,6,9.0,96.0,4,0,0
8,1,294,6,11.0,90.0,4,0,0
8,1,271,5,81.0,95.0,6,0,0
8,1,277,6,10.0,97.0,4,1,0
9,2,271,5,74.0,89.0,6,0,0
0,2,264,6,9.0,78.0,4,0,0
0,2,270,4,82.0,81.0,4,1,0
0,2,292,6,10.0,98.0,4,0,0
1,2,277,3,27.0,56.0,3,0,0
1,2,277,5,83.0,92.0,6,0,0
1,2,276,6,10.0,93.0,4,1,0
1,2,256,2,38.0,47.0,3,0,0
5,2,276,2,40.0,56.0,3,0,0
7,0,289,6,11.0,83.0,4,0,0
9,2,274,6,11.0,79.0,4,0,0
7,1,263,5,82.0,91.0,5,0,0
7,1,277,2,36.0,48.0,3,0,0
7,0,283,2,40.0,46.0,3,0,0
7,1,266,5,87.0,84.0,5,0,0
2,2,264,2,41.0,49.0,3,0,0
3,0,291,6,11.0,91.0,4,1,0
9,2,287,6,10.0,93.0,4,0,0
9,2,266,2,38.0,51.0,3,0,0
9,0,294,2,39.0,55.0,3,0,0
9,2,272,2,40.0,52.0,3,0,0
8,1,281,2,45.0,48.0,3,0,0
8,1,271,5,74.0,84.0,5,0,0
8,1,285,2,45.0,55.0,3,0,0
8,1,271,3,12.0,100.0,4,0,0
8,1,290,7,10.0,77.0,5,0,0
0,0,286,2,37.0,55.0,3,0,0
0,1,264,5,89.0,87.0,5,0,0
1,2,272,2,45.0,47.0,3,0,0
8,0,268,2,37.0,46.0,3,0,0
5,2,262,5,11.0,81.0,4,0,0
7,2,268,2,41.0,48.0,3,0,0
7,2,281,6,10.0,94.0,4,0,0
2,2,270,7,10.0,93.0,4,0,0
3,2,263,7,11.0,95.0,4,0,0
9,2,256,2,40.0,54.0,3,0,0
9,2,270,2,41.0,49.0,3,0,0
9,0,275,6,10.0,81.0,4,0,0
8,1,261,4,73.0,86.0,6,0,0
8,1,269,2,43.0,47.0,3,0,0
8,1,270,2,37.0,46.0,3,0,0
8,1,266,6,11.0,94.0,4,0,0
9,1,274,2,40.0,46.0,3,0,0
9,1,266,2,41.0,54.0,3,1,0
0,1,286,5,82.0,84.0,5,0,0
6,2,255,2,61.0,47.0,3,0,0
1,2,279,7,11.0,91.0,4,0,0
1,2,268,2,37.0,45.0,3,0,0
5,2,271,2,41.0,52.0,3,0,0
2,2,283,2,37.0,52.0,3,0,0
5,2,286,5,88.0,99.0,6,0,0
5,2,273,6,10.0,85.0,4,0,0
7,2,274,2,44.0,48.0,3,0,0
7,1,266,2,38.0,57.0,3,0,0
7,1,303,7,11.0,85.0,4,0,0
7,1,277,6,9.0,98.0,4,0,0
2,1,271,2,45.0,52.0,3,0,0
3,2,289,6,10.0,81.0,4,0,0
3,2,284,2,45.0,47.0,3,0,0
3,2,279,5,77.0,87.0,5,0,0
9,2,264,2,44.0,51.0,3,0,0
9,2,282,2,39.0,50.0,3,0,0
9,2,277,6,10.0,91.0,4,0,0
9,2,281,7,9.0,89.0,5,0,0
9,0,276,2,37.0,47.0,3,0,0
9,2,269,5,90.0,100.0,5,0,0
8,2,294,2,41.0,56.0,3,0,0
8,1,273,2,37.0,52.0,3,0,0
8,1,301,6,10.0,86.0,4,0,0
8,1,266,4,81.0,100.0,5,0,0
8,1,277,6,11.0,80.0,4,0,0
9,1,277,7,11.0,84.0,4,0,0
0,2,281,2,40.0,46.0,3,0,0
1,2,286,6,9.0,80.0,5,0,0
5,1,293,3,48.0,93.0,6,0,0
5,2,290,4,91.0,91.0,6,0,0
7,2,271,2,43.0,57.0,3,0,0
7,1,282,6,33.0,88.0,5,0,0
7,1,271,2,41.0,57.0,3,0,0
7,1,255,2,41.0,55.0,3,0,0
2,1,275,2,37.0,54.0,3,0,0
3,2,273,6,31.0,62.0,5,0,0
3,2,290,6,9.0,91.0,4,0,0
3,2,279,6,10.0,87.0,4,0,0
9,2,265,4,76.0,90.0,5,0,0
9,2,275,2,41.0,54.0,3,0,0
9,2,268,5,72.0,96.0,5,0,0
9,2,276,2,40.0,50.0,3,1,0
9,2,277,4,91.0,87.0,5,0,0
8,2,275,6,10.0,83.0,4,0,0
8,1,266,2,40.0,56.0,3,0,0
8,1,278,5,82.0,86.0,5,0,0
8,1,263,6,10.0,82.0,4,0,0
9,1,295,2,37.0,45.0,3,0,0
9,1,277,2,36.0,51.0,3,0,0
0,1,277,2,39.0,48.0,3,0,0
6,1,289,2,36.0,57.0,3,0,0
6,1,264,5,86.0,84.0,5,0,0
1,2,287,5,73.0,99.0,5,0,0
1,2,285,4,56.0,71.0,2,0,0
2,2,271,2,44.0,56.0,3,0,0
8,2,270,4,31.0,56.0,2,0,0
9,2,292,4,77.0,93.0,5,0,0
7,1,272,2,44.0,45.0,3,0,0
7,1,294,2,38.0,46.0,3,0,0
7,1,274,2,45.0,48.0,3,0,0
7,1,278,2,38.0,51.0,3,0,0
7,1,277,2,36.0,48.0,3,0,0
7,1,285,5,75.0,90.0,5,0,0
7,1,282,6,10.0,93.0,4,0,0
7,1,272,6,10.0,97.0,4,0,0
2,1,274,2,45.0,50.0,3,0,0
9,2,278,2,42.0,57.0,3,1,0
9,2,295,4,78.0,100.0,5,0,0
8,1,291,2,45.0,55.0,3,0,0
8,1,277,4,84.0,100.0,5,0,0
8,1,293,6,11.0,93.0,4,0,0
8,1,272,2,42.0,56.0,3,0,0
8,1,266,2,45.0,46.0,3,0,0
0,2,273,2,46.0,57.0,3,0,0
6,2,263,6,9.0,79.0,5,0,0
6,2,282,4,87.0,83.0,6,0,0
1,2,288,6,10.0,87.0,4,0,0
5,2,274,5,91.0,100.0,6,0,0
7,2,272,4,76.0,92.0,5,0,0
8,2,279,5,74.0,100.0,5,0,0
4,2,271,5,92.0,93.0,5,0,0
5,0,273,5,76.0,87.0,5,0,0
7,0,263,4,47.0,50.0,4,0,0
7,0,280,5,73.0,99.0,5,0,0
7,0,273,6,9.0,94.0,4,0,0
7,1,273,4,91.0,92.0,5,0,0
7,1,285,4,82.0,98.0,5,0,0
2,1,296,6,28.0,45.0,4,0,0
2,1,292,4,84.0,99.0,6,0,0
3,1,271,2,45.0,53.0,3,0,0
3,2,269,2,45.0,54.0,3,0,0
9,2,274,5,91.0,97.0,5,0,0
9,2,272,2,42.0,48.0,3,0,0
9,2,283,4,82.0,100.0,6,0,0
9,2,274,6,11.0,90.0,4,0,0
9,2,270,3,42.0,53.0,4,0,0
9,2,257,4,82.0,85.0,5,0,0
8,0,263,6,9.0,96.0,4,0,0
9,1,263,6,10.0,94.0,4,0,0
4,1,287,5,86.0,100.0,5,0,0
0,2,276,2,40.0,46.0,3,0,0
6,2,265,2,45.0,46.0,3,0,0
6,2,270,2,42.0,51.0,3,0,0
1,2,273,4,74.0,92.0,5,0,0
8,2,259,3,55.0,60.0,4,0,0
4,2,272,2,37.0,45.0,3,0,0
5,2,280,2,41.0,52.0,3,1,0
7,2,282,5,89.0,65.0,6,0,0
7,2,289,2,41.0,57.0,3,0,0
7,2,268,2,44.0,51.0,3,0,0
7,2,270,4,87.0,84.0,6,0,0
7,1,277,6,10.0,84.0,4,0,0
7,1,267,2,41.0,47.0,3,0,0
7,1,270,6,11.0,85.0,4,0,0
3,1,267,2,43.0,53.0,3,0,0
3,0,256,4,77.0,90.0,5,0,0
9,0,282,2,41.0,52.0,3,0,0
9,2,262,2,41.0,48.0,3,0,0
9,0,275,2,36.0,78.0,4,0,0
9,2,270,5,77.0,100.0,5,0,0
8,1,266,5,81.0,98.0,5,0,0
8,1,259,2,39.0,54.0,3,0,0
0,1,279,6,9.0,94.0,5,0,0
0,1,287,2,44.0,46.0,3,0,0
0,0,281,5,10.0,84.0,4,0,0
6,1,290,2,36.0,48.0,3,0,0
1,1,270,5,81.0,92.0,5,0,0
1,2,275,4,81.0,90.0,5,0,0
8,2,289,5,85.0,98.0,5,0,0
7,2,273,6,10.0,87.0,4,0,0
7,2,285,2,37.0,54.0,3,0,0
7,1,285,7,9.0,97.0,4,1,0
7,2,259,2,44.0,53.0,3,0,0
7,2,266,5,86.0,93.0,5,0,0
7,2,274,4,77.0,100.0,5,0,0
2,0,275,2,41.0,48.0,3,0,0
3,1,281,2,40.0,48.0,3,0,0
9,2,277,2,43.0,49.0,3,0,0
9,2,285,2,43.0,50.0,3,0,0
9,2,263,3,80.0,53.0,5,0,0
8,2,269,4,80.0,85.0,5,0,0
9,1,295,5,82.0,98.0,5,0,0
9,1,269,2,37.0,54.0,3,0,0
0,1,268,2,37.0,48.0,3,0,0
0,1,284,6,9.0,95.0,4,0,0
6,1,286,5,90.0,92.0,5,0,0
6,1,277,2,41.0,52.0,3,0,0
1,1,266,6,10.0,85.0,4,0,0
1,1,267,2,44.0,53.0,3,0,0
7,2,272,5,89.0,85.0,5,0,0
7,2,296,2,42.0,56.0,3,0,0
7,1,254,5,87.0,100.0,5,0,0
7,1,278,2,45.0,57.0,3,0,0
7,1,250,5,11.0,87.0,4,0,0
2,1,271,6,9.0,79.0,4,0,0
2,1,267,5,76.0,83.0,5,0,0
3,1,258,7,11.0,96.0,5,0,0
9,1,276,2,37.0,49.0,3,0,0
9,1,268,6,10.0,79.0,4,0,0
9,2,270,4,77.0,87.0,6,0,0
8,2,278,2,42.0,54.0,3,1,0
8,0,276,2,38.0,52.0,3,0,0
9,1,274,5,32.0,95.0,2,0,0
0,1,260,2,38.0,49.0,3,0,0
6,1,278,4,19.0,100.0,4,0,0
6,1,271,7,10.0,83.0,4,0,0
1,1,266,4,76.0,88.0,4,0,0
2,1,281,4,53.0,56.0,6,0,0
5,2,260,2,39.0,51.0,3,0,0
7,2,275,6,11.0,83.0,4,0,0
7,2,270,6,10.0,94.0,4,0,0
7,2,284,5,84.0,100.0,5,0,0
7,2,285,4,82.0,99.0,6,0,0
7,0,279,6,10.0,82.0,4,0,0
7,2,256,7,59.0,49.0,4,0,0
7,2,277,2,44.0,48.0,3,0,0
7,1,291,2,89.0,95.0,5,0,0
7,1,291,5,91.0,84.0,5,0,0
2,1,267,5,66.0,57.0,5,0,0
9,1,270,7,11.0,87.0,5,0,0
9,1,272,2,43.0,51.0,3,0,0
9,2,274,4,78.0,83.0,6,0,0
8,2,276,6,11.0,97.0,5,0,0
8,2,267,4,83.0,98.0,5,0,0
8,1,268,2,39.0,54.0,3,0,0
9,1,277,2,38.0,55.0,3,0,0
9,1,260,2,37.0,57.0,3,0,0
0,1,271,2,44.0,48.0,3,0,0
0,1,281,2,53.0,85.0,5,0,0
1,1,275,6,9.0,96.0,4,0,0
5,1,259,6,11.0,89.0,4,0,0
7,0,263,5,83.0,96.0,5,0,0
7,2,274,5,88.0,100.0,6,1,0
7,2,281,6,10.0,89.0,4,0,0
7,1,279,7,9.0,86.0,4,0,0
7,1,289,2,44.0,54.0,3,0,0
7,1,291,2,39.0,51.0,3,0,0
7,1,283,4,87.0,94.0,5,0,0
3,1,291,4,74.0,99.0,5,0,0
9,1,274,7,10.0,95.0,4,0,0
9,1,273,4,74.0,82.0,6,0,0
9,1,270,5,75.0,99.0,5,0,0
9,2,272,2,41.0,56.0,3,0,0
8,2,271,2,41.0,45.0,3,1,0
8,2,277,7,9.0,90.0,4,0,0
8,1,273,6,9.0,80.0,5,0,0
4,1,263,2,39.0,57.0,3,0,0
0,1,279,2,40.0,56.0,3,0,0
0,2,289,2,37.0,54.0,3,1,0
1,2,272,6,10.0,84.0,4,0,0
5,2,270,2,43.0,51.0,3,0,0
7,2,280,5,75.0,85.0,6,1,0
2,2,261,2,37.0,56.0,3,0,0
5,2,274,6,11.0,85.0,4,0,0
5,2,271,2,45.0,45.0,3,1,0
7,2,263,5,87.0,100.0,5,1,0
7,2,283,7,11.0,94.0,4,0,0
7,2,274,2,45.0,54.0,3,0,0
7,2,257,4,81.0,87.0,5,0,0
7,2,270,5,77.0,91.0,5,0,0
2,1,292,5,89.0,92.0,5,0,0
9,1,291,2,43.0,49.0,3,0,0
9,1,271,5,78.0,100.0,5,0,0
8,2,299,2,37.0,47.0,3,0,0
8,2,270,2,37.0,50.0,3,0,0
9,0,262,4,85.0,82.0,5,0,0
9,0,286,2,41.0,47.0,3,0,0
0,0,267,6,11.0,96.0,4,0,0
0,1,261,5,75.0,99.0,5,0,0
0,1,271,5,82.0,85.0,5,0,0
6,1,275,5,79.0,100.0,6,0,0
0,1,283,2,43.0,53.0,3,0,0
1,2,285,7,10.0,90.0,4,0,0
1,2,286,2,46.0,48.0,3,1,0
7,2,278,2,43.0,57.0,3,0,0
2,2,247,2,43.0,55.0,3,0,0
9,2,271,7,11.0,80.0,4,0,0
7,2,250,6,9.0,86.0,4,0,0
7,2,272,2,37.0,53.0,3,0,0
7,2,263,2,40.0,57.0,3,0,0
7,1,280,7,10.0,77.0,4,0,0
7,2,266,2,41.0,53.0,3,0,0
7,2,277,3,79.0,58.0,4,0,0
2,1,273,7,11.0,79.0,4,0,0
3,1,280,6,10.0,97.0,4,0,0
3,1,281,2,44.0,51.0,3,0,0
9,0,282,4,25.0,46.0,4,0,0
9,0,283,2,44.0,52.0,3,0,0
9,1,279,4,73.0,100.0,5,0,0
9,2,282,5,75.0,97.0,6,0,0
8,2,280,2,36.0,47.0,3,0,0
8,2,280,2,37.0,49.0,3,0,0
8,0,294,2,39.0,49.0,3,0,0
9,0,286,2,48.0,78.0,2,0,0
0,1,291,4,57.0,72.0,6,0,0
1,1,280,5,90.0,96.0,5,0,0
8,1,262,2,39.0,55.0,3,0,0
9,1,277,2,44.0,51.0,3,0,0
4,1,273,5,81.0,88.0,5,0,0
5,1,271,5,74.0,87.0,5,0,0
7,2,266,2,44.0,56.0,3,0,0
7,2,260,2,41.0,56.0,3,0,0
7,2,275,2,40.0,51.0,3,0,0
2,2,280,2,46.0,57.0,3,0,0
2,2,266,2,80.0,83.0,3,0,0
2,2,280,5,87.0,90.0,5,0,0
9,1,271,2,39.0,54.0,3,0,0
9,1,271,2,38.0,55.0,3,0,0
9,1,267,2,66.0,67.0,3,0,0
9,1,281,6,10.0,80.0,4,0,0
9,1,283,2,37.0,54.0,3,0,0
9,1,286,6,10.0,77.0,4,0,0
8,2,268,5,9.0,87.0,4,0,0
9,2,281,5,86.0,84.0,5,0,0
4,1,272,6,11.0,90.0,4,0,0
0,1,281,2,37.0,46.0,3,0,0
